name,Gestellt am,Typ,Bearbeitungsfrist,Aktuelle Fristverlängerung,Art,Status,Gestellt von,Zuständiges Referat,Erledigt am,document_link,document_content
StR-Antrag 20-26 / F 00836 Feuerwerksverbot in Landschaftsschutzgebietsverordnungen,2024-01-09,Anfrage,20.02.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Referat für Klima- und Umweltschutz,05.03.2024,https://risi.muenchen.de/risi/./dokument/v/8206171," 
 
Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116-118 ● 80331 München 
Telefon: 089 / 233 - 26922 ● E-Mail: oedp-ml-fraktion@muenchen.de 
An den Oberbürgermeister 
der Landeshauptstadt München 
Herrn Dieter Reiter 
Rathaus, Marienplatz 8 
80331 München 
München, 09.01.2024 
Anfrage: 
Feuerwerksverbot in Landschaftsschutzgebietsverordnungen 
 
Im Jahr 2020 hat die Untere Naturschutzbehörde (UNB) der Landeshauptstadt München unter 
Ziffer 3.6 des Referentenantrages zur Sitzungsvorlage Nr. 20-26 / V 00958 - „Feuerwerk im 
Stadtgebiet weiter einschränken“ geschildert, dass in Landschaftsschutzgebietsverordnungen 
Vorschriften zur Einschränkung von Feuerwerk aufgenommen werden können, wie dies bereits 
in der Landschaftsschutzgebietsverordnung “Hirschau und Obere Isarau“ geschehen sei,1 die 
mit § 5 Abs. 1 Nr. 20 für Feuerwerk ein präventives Verbot mit Erlaubnisvorbehalt enthält2. 
 
Die UNB hat in der Vorlage zudem angekündigt: „Soweit die Untere Naturschutzbehörde 
Verfahren zur Unterschutzstellung neuer Landschaftsschutzgebiete oder zur Änderung 
bestehender Schutzverordnungen durchführt, berücksichtigt sie dabei auch, ob es erforderlich 
ist, Feuerwerke im gesamten Gebiet oder in Teilgebieten unter Erlaubnisvorbehalt zu stellen.“3 
 
Ferner hat sie in der Vorlage mitgeteilt, dass die Landschaftsschutzverordnung4 von 1964, die 
für den Großteil der Landschaftsschutzgebiete in München gilt, bisher noch keine ausdrückliche 
Genehmigungspflicht für Feuerwerke enthalte.5 
 
Wir fragen daher den Herrn Oberbürgermeister: 
1. In wie viele und welche Landschaftsschutzgebietsverordnungen wurde in den Jahren 
2021, 2022 und 2023 ein Feuerwerksverbot neu aufgenommen? 
2. In wie viele und welche Landschaftsschutzgebietsverordnungen wird in der bis 2026 
laufenden Amtsperiode des Stadtrates voraussichtlich noch ein Feuerwerksverbot neu 
aufgenommen werden? 
3. Wann wird in die Landschaftsschutzverordnung von 1964, die für den Großteil der 
Landschaftsschutzgebiete in München gilt, ein Feuerwerksverbot aufgenommen? Wie 
kann die Aufnahme des Verbotes in diese von der Anzahl der betroffenen Schutzgebiete 
her mit Abstand bedeutendste Landschaftsschutzgebietsverordnung priorisiert werden? 
Tobias Ruff Nicola Holtmann  
Fraktionsvorsitzender Umweltpolitische Sprecherin 
Stadtrat Stadträtin 
Sonja Haider Dirk Höpner 
Stadträtin Stadtrat 
 
1 Sitzungsvorlage Nr. 20-26 / V 00958, S.10 - 12, unter: https://risi.muenchen.de/risi/dokument/v/6308885 
2 https://stadt.muenchen.de/rathaus/stadtrecht/vorschrift/882.html 
3 Sitzungsvorlage Nr. 20-26 / V 00958, S.11, unter: https://risi.muenchen.de/risi/dokument/v/6308885 
4 https://stadt.muenchen.de/rathaus/stadtrecht/vorschrift/900.html 
5 Sitzungsvorlage Nr. 20-26 / V 00958, S.11, unter: https://risi.muenchen.de/risi/dokument/v/6308885 "
StR-Antrag 20-26 / A 04534 Mobile Jugendunterstände besser gegen Brände sichern,2024-01-10,Antrag,10.07.2024,,Öffentlicher Vorgang,Erledigt,"Herr StR Fabian Ewald, Herr StR Jens Luther",Baureferat,25.06.2024,https://risi.muenchen.de/risi/./dokument/v/8209187," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANTRAG 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
         
                10.01.2024  
 
Mobile Jugendunterstände besser gegen Brände sichern 
 
Das Baureferat prüft, wie die mobilen Jugendunterstände besser gegen Brände gesichert wer-
den können, insbesondere durch eine Reduktion der Brandlast bei den Sitzgelegenheiten oder 
ähnliche Maßnahmen. 
 
Begründung     
 
In den vergangenen Jahren hat die Landeshauptstadt München an mehreren Aufenthaltsorten 
von Jugendlichen mobile Jugendunterstände in Form von Containern errichtet. Diese sind leider 
nur unzureichend gegen Brände gesichert.  
 
Denn es ist festzustellen, dass in den Jugendunterständen durchaus ein Risiko für Brände be-
steht. So  ist beispielsweise der Container  an der Ecke Virgilstraße/Kreillerstraße seit einem 
Brand Ende November 2023 nicht mehr nutzbar. Als Brandursache wird inzwischen ein miss-
glückter Grillversuch im Innenraum des Containers vermutet, auch Brandstiftung als mögliche 
Ursache stand zwischenzeitlich im Raum . Zudem kann auch anderes Fehlverhalten durch die 
Nutzer im Hinblick auf die Vorsorge vor Bränden (z.B. Fallenlassen von Zigaretten) nicht ausge-
schlossen werden. Um entsprechende weitere Vorfälle zu vermeiden und die Container lang-
fristig nutzbar zu halten sind zusätzliche Brandschutzmaßnahmen dringend geboten. 
 
 
Fabian Ewald      Jens Luther 
Stadtrat      Stadtrat 
"
StR-Antrag 20-26 / A 04536 MVG: Fahrzeugbedarf decken - Kosten senken - Verschrottungsstopp für U-Bahn-Wagen,2024-01-10,Antrag,10.07.2024,31.12.2025,Öffentlicher Vorgang,In Bearbeitung,Fraktion ÖDP/München-Liste,Mobilitätsreferat,,https://risi.muenchen.de/risi/./dokument/v/8209314,"S. 2 Antrag Fraktion ÖDP/München-Liste: MVG: Fahrzeugbedarf decken – Kosten senken: Verschrottungsstopp für U-Bahn-Wagen 
 
Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116-118 ● 80331 München 
Telefon: 089 / 233 - 26922 ● E-Mail: oedp-ml-fraktion@muenchen.de 
Sprühnebel-Löschanlage12 (erkennbar an der einen Haltestange im Einstiegsbereich, spätere 
Wagen der Reihe A und Wagen der Baureihe B haben zwei Haltestangen im Einstiegsbereich). 
In der Antwort auf eine Stadtratsanfrage der ÖDP teilten die SWM im Jahr 2018 mit, dass 
größere Instandsetzungsarbeiten an den A-Wagen nicht erwartet werden, außer den „enormen“ 
Kosten für den Einbau der Brandbekämpfungsanlage, wenn die Wagen ab 2025 
weiterbetrieben würden.13 Nun sind diese „enormen“ Kosten pro Wagen aber doch sicher nur 
ein Bruchteil der Kosten, die bei einer Neubeschaffung pro Wagen entstehen. Um hier 
Transparenz zu schaffen, soll der Kostenvergleich dem Stadtrat dargestellt werden. 
Hinsichtlich der ungefähr gleichen Wartungs- und Betriebskosten der Wagen der Baureihen A 
und C sowie der weiteren Vorteile eines Weiterbetriebs der Wagen der Baureihe A verweisen 
wir auf die sehr ausführliche Stadtratsanfrage der ÖDP vom 26.03.2018 mit detaillierten 
Quellenangaben in den Fußnoten.14 Ergänzend weisen wir aber darauf hin, dass seit 2018 die 
Rohstoffpreise enorm gestiegen sind und die Weiternutzung von Fahrzeugen aus Gründen der 
zur ihrer Herstellung und ggf. Entsorgung benötigten „grauen Energie“ massiv an Bedeutung 
gewonnen hat. Münchens Oberbürgermeister Dieter Reiter konnte in seiner Ansprache zum 50. 
Geburtstag der Münchner U-Bahn im Jahr 2021 angesichts der U-Bahn-Flotte mit vielen 
Fahrzeugen der ersten Generation verkünden: „Wir sind in München extrem nachhaltig.“15 
Dass die A-Wagen auch optisch weiterhin mit dem Mainstream kompatibel sind, zeigt sich unter 
anderem daran, dass Fotoaufnahmen davon für die Berichterstattung über das aktuelle 
Deutschlandticket gängige Praxis sind.16 Zudem ist nach Presseberichten aus dem Jahr 2023 
die emotionale Bindung der Kundinnen und Kunden an die A-Wagen groß, bei manchen aus 
Gründen des Sitzkomforts, bei manchen aufgrund ihres Designs, bei vielen aus Nostalgie.17 Ihr 
weiterer Einsatz ist somit auch ein Beitrag zur Attraktivität des ÖPNV. Die SWM schreiben 
aktuell auf ihrer eigenen Internetseite über die ältesten Züge als „die charmanten „A-Wagen““.18 
Auch die MVG stellt in einem selbst produzierten Video aus dem Jahr 2020 überzeugend die 
Vorteile des A-Wagens dar und endet mit der Aussage eines sympathischen U-Bahn-Fahrers: 
„Also, I fahr den A-Wagen immer noch gern und I bin ganz froh, dass man noch ham“.19 
Wer ist also für die „Schnapsidee“ der massenhaften Verschrottung zu einem Zeitpunkt 
verantwortlich, wo Fahrgäste, Fahrer, MVG und SWM die A-Wagen weiterhin loben, sie zur 
Deckung des heutigen Fahrzeugbedarfs dringend notwendig sind und zur Deckung des 
künftigen Fahrzeugbedarfs zumindest für einige Zeit noch sehr hilfreich sein können, und wo 
doch ihr Weiterbetrieb den politischen Zielen von Nachhaltigkeit, ökologischer Verkehrswende 
und Investitionskostenersparnis dient? Der Verschrottungsauftrag ist daher sofort zu stoppen. 
 
Tobias Ruff Nicola Holtmann 
Fraktionsvorsitzender Umweltpolitische Sprecherin 
Stadtrat Stadträtin 
 
Dirk Höpner 
Planungspolitischer Sprecher 
Stadtrat 
 
12 S. 11: 
https://rail.wagnergroup.com/fileadmin/user_upload/documents/brochure/industry_solutions/WAGNER_Rail_Broschuere_DE.pdf 
13 StR-Anfrage 14-20 / F 01158, Antwort S. 6, unter: https://risi.muenchen.de/risi/antrag/detail/4901956?dokument=v5070793 
14 StR-Anfrage 14-20 / F 01158, unter: https://risi.muenchen.de/risi/antrag/detail/4901956?dokument=v4901989 
15 SZ Nr. 243 vom 20.10.2021, S. R4: Andreas Schubert: Kritische Töne zum Jubiläum 
16 https://assets.deutschlandfunk.de/8a9bb662-c8a1-4818-aa76-26b90f692d4c/1920x1080.jpg?t=1665929762342 
17 https://www.tz.de/muenchen/stadt/muenchen-foto-u-bahn-autobahn-erinnerungen-wehmut-mvg-92116355.html 
18 https://www.swm.de/magazin/leben/mvg-50-jahre-ubahn 
19 https://www.youtube.com/watch?v=7wZxKt-mnKU&list=PL2GMwqd5p-2v2Hq2LAdpuk19UjmiiLxYw&index=12 "
"StR-Antrag 20-26 / A 04538 Brenner-Nordzulauf - Kernforderungen an den 
Bundestag; Sachstand Anschlussprojekte der 
Deutsc...",2024-01-10,Änderungsantrag,10.07.2024,,Öffentlicher Vorgang,Erledigt,"SPD / Volt - Fraktion, Fraktion Die Grünen - Rosa Liste, FDP BAYERNPARTEI Stadtratsfraktion",Referat für Stadtplanung und Bauordnung,10.01.2024,https://risi.muenchen.de/risi/./dokument/v/8209820,"Der Oberbürgermeister wird gebeten, sich beim BMDV für eine 
parlamentarische Befassung des gesamten Abschnitts des Brenner-
Nordzulaufs auf Münchner Stadtgebiet einzusetzen.
Die Stadt München bekräftigt für den viergleisigen Ausbau der Strecke 
Daglfing-Johanneskirchen weiterhin ihre Haltung, dass eine Zahl von über 
400 Zügen pro Tag nur in einem Tunnel im Münchner Stadtgebiet zum Schutz 
der Münchnerinnen und Münchner vor Lärm- und Emissionen umsetzbar ist.
Der Oberbürgermeister wird darüber hinaus gebeten, sich an den Freistaat 
mit der Bitte um eine schnellstmöglich schriftliche Zusage zur Verlagerung 
der KfZ-Verwahrstelle durch den Freistaat gegenüber dem Bund zu wenden, 
damit die vom BMDV gegenüber dem Oberbürgermeister schriftlich in 
Aussicht gestellte neue Bewertung der Trassenvarianten erfolgen kann.
Ziff. 3 bis 6
(ehem. 2 bis 5) 
Wie im Antrag der Referentin.
gez.
SPD/Volt-Fraktion Fraktion Die Grünen-Rosa 
Liste
Fraktion FDP/ Bayernpartei
Simone Burger
Andreas Schuster
Christian Köning
Kathrin Abele
Micky Wenngatz
Marian Offman
Anna Hanusch
Paul Bickelbacher
Sebastian Weisenburger
Angelika Pilz-Strasser
Sibylle Stöhr
Florian Schönemann
Christian Smolka
Prof. Dr. Jörg Hoffmann"
StR-Antrag 20-26 / A 04535 Straßenschilder in das externe Geoportal - Master,2024-01-10,Antrag,10.07.2024,,Öffentlicher Vorgang,Erledigt,Herr StR Manuel Pretzl,Kommunalreferat,15.07.2024,https://risi.muenchen.de/risi/./dokument/v/8209232," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANTRAG 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
         
                10.01.2024  
 
Straßenschilder in das externe Geoportal - Master 
  
Das Baureferat wird beauftragt, alle Verkehrszeichen in das externe GeoPortal - Master auf Muen-
chen.de einzupflegen und tagesaktuell zu halten. Damit wird diese Information den Bürgerinnen und 
Bürgern digital zur Verfügung gestellt. In diesem Zuge kann auch gleich die reale Existenz, die künftige 
Notwendigkeit und die Lesbarkeit der Beschilderung geprüft und ggf. Abhilfe geschaffen werden.  
 
Begründung     
 
Für die Nutzung des öffentlichen Straßenraumes durch Festumzüge, Eingriffe in den Straßenraum 
durch private Baustellen etc. fordert das Mobilitätsreferat von den Veranstaltern die genaue Angabe 
der Lage verschiedener Einrichtungen u.a. der genauen Positionierung von Verkehrsschildern. Gerade 
bei langen Wegstrecken, kann dies zu erheblichem Aufwand für die Veranstalter führen, wenn jedes 
Verkehrszeichen händisch eingetragen werden muss. Im derzeitigen, für die Bürgerinnen und Bürger 
öffentlich zugänglichen GeoPortal – Master, können diese Daten nicht gefiltert und ausgewählt wer-
den. Im internen Datensatz liegen sie zumindest für das Jahr 2020 vor. Die Häufigkeit des Aufstel-
lens/Entfernens fester Verkehrsschilder hält sich zumindest in solchen Grenzen, dass eine tagesaktu-
elle Bereitstellung aller Standorte keinen großen Aufwand auslöst. Sollten hier Bedenken bestehen, 
wäre dies zudem noch eine willkommene Möglichkeit den Schilderwald zu lichten und damit den Auf-
wand zusätzlich zu verringern.    
 
 
Manuel Pretzl  
Fraktionsvorsitzender 
"
"StR-Antrag 20-26 / A 04537 Bauvorhaben Candid-Tor 
Anträge und Empfehlungen",2024-01-10,Änderungsantrag,10.07.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Referat für Stadtplanung und Bauordnung,10.01.2024,https://risi.muenchen.de/risi/./dokument/v/8209807,"Der aktuelle Planungsentwurf der Investoren wird sowohl von der Bevölkerung vor Ort 
als auch vom dortigen Bezirksausschuss mit sehr großer Mehrheit abgelehnt. 
Initiative:
Dirk Höpner (Stadtrat, Planungspolitischer Sprecher)
Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates
der Landeshauptstadt München (Fraktion ÖDP/München-Liste)
Rathaus, Marienplatz 8 ● Zimmer 116 -118 ● 80331 München
Telefon: 089 / 233 - 26922 ● oedp-ml-fraktion@muenchen.de"
"StR-Antrag 20-26 / A 04539 Übergangsweise Härtefallregelung für Münchner Träger 
von Kindertageseinrichtungen, die an der M...",2024-01-10,Änderungsantrag,10.01.2024,,Öffentlicher Vorgang,Erledigt,"SPD / Volt - Fraktion, Fraktion Die Grünen - Rosa Liste",Referat für Bildung und Sport,10.01.2024,https://risi.muenchen.de/risi/./dokument/v/8210542,
"StR-Antrag 20-26 / A 04541 Errichtung von Modulbauten und Anmietung von Objekten zur Unterbringung 
von Geflüchteten",2024-01-11,Änderungsantrag,11.01.2024,,Öffentlicher Vorgang,Erledigt,CSU mit FREIE WÄHLER,Kommunalreferat,11.01.2024,https://risi.muenchen.de/risi/No pdf found,
StR-Antrag 20-26 / A 04540 Baustelleneinrichtungen reduzieren,2024-01-11,Antrag,11.07.2024,01.12.2024,Öffentlicher Vorgang,Erledigt,"Herr StR Alexander Reissl, Herr StR Hans-Peter Mehling, Herr StR Andreas Babor",Mobilitätsreferat,02.01.2025,https://risi.muenchen.de/risi/./dokument/v/8211014," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANTRAG 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
         
               11.01.2024 
 
Baustelleneinrichtungen reduzieren 
 
Die Baustelleneinrichtungen an Baustellen, die in der Münchner Innenstadt aktuell stillstehen, 
z.B. Alte Akademie oder ehemaliger Karstadt am Hauptbahnhof, werden auf das aus Sicher-
heitsgründen erforderliche Maß reduziert. Flächen, die an diesen Baustellen mit Baugerät, Con-
tainern etc. belegt sind, werden dem öffentlichen Verkehr zurückgegeben, bis die Bauarbeiten 
wieder aufgenommen werden. 
 
Begründung     
 
Die Stadt erteilt Sondernutzungserlaubnisse für Baustelleneinrichtungen auf öffentlichen Ver-
kehrsflächen. Wenn Baustellen stillstehen, sollen Genehmigungen für Baustelleinrichtungsflä-
chen reduziert, die Flächen der Allgemeinheit wieder zur Verfügung stehen, bis es zu einer Wie-
deraufnahme der Bautätigkeit kommt. 
 
 
 
Alexander Reissl (Initiative)   Andreas Babor  Hans-Peter Mehling 
Stadtrat     Stadtrat   Stadtrat 
"
StR-Antrag 20-26 / F 00837 Aufstellungsbeschlüsse für Wohnungsbau,2024-01-12,Anfrage,23.02.2024,30.04.2024,Öffentlicher Vorgang,Erledigt,"Herr StR Alexander Reissl, Herr StR Winfried Kaum, Frau StRin Heike Kainz",Referat für Stadtplanung und Bauordnung,24.05.2024,https://risi.muenchen.de/risi/./dokument/v/8213207," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANFRAGE 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
              12.01.2024 
 
 
Aufstellungsbeschlüsse für Wohnungsbau 
 
 
Eines der wohnungsbaupolitischen Ziele der Stadt – vom Stadtrat beschlossen – ist die 
Schaffung von Baurecht durch Bauleitplanung für 4000 Wohnungen pro Jahr. Das setzt voraus, 
dass Jahr für Jahr Aufstellungsbeschlüsse gefasst werden für die Schaffung von Baurecht von 
mindestens 4000 Wohnungen. 
Im Juli 2021 hat der Stadtrat entgegen fachlichem Rat eine neue, verschärfte Sozialgerechte 
Bodennutzung beschlossen. 
Entsprechend dem beschlossenen Ziel hätten von Juli 2021 bis Ende 2023 
Aufstellungsbeschlüsse für die Baurechtsschaffungen von gut 10.000 Wohnungen gefasst 
werden müssen. 
 
Deshalb fragen wir den Oberbürgermeister: 
 
1. Für wie viele Wohnungen hat der Stadtrat von Juli 2021 bis Ende 2023 
Aufstellungsbeschlüsse gefasst? 
 
2. Wie viele davon nach SoBoN 2017, wie viele nach SoBoN 2021? 
 
3. Wann hat der Stadtrat den letzten Aufstellungsbeschluss für Wohnbaurechte gefasst? 
 
 
Alexander Reissl (Initiative)  Winfried Kaum   Heike Kainz 
Stadtrat    Stadtrat    Stadträtin 
"
StR-Antrag 20-26 / A 04542 Atomkraftwerk Isar II: Umnutzung statt Abriss nach Dekontamination,2024-01-12,Antrag,12.07.2024,,Öffentlicher Vorgang,Erledigt,Fraktion ÖDP/München-Liste,Referat für Arbeit und Wirtschaft,18.12.2024,https://risi.muenchen.de/risi/./dokument/v/8213198," 
 
Fraktion Ökologisch-Demokratische Partei/München-Liste des Stadtrates 
der Landeshauptstadt München (Fraktion ÖDP/München-Liste) 
Rathaus, Marienplatz 8 ● Zimmer 116-118 ● 80331 München 
Telefon: 089 / 233 - 26922 ● E-Mail: oedp-ml-fraktion@muenchen.de 
An den Oberbürgermeister 
der Landeshauptstadt München 
Herrn Dieter Reiter 
Rathaus, Marienplatz 8 
80331 München 
München, 12.01.2024 
Antrag: 
Atomkraftwerk Isar II: Umnutzung statt Abriss nach Dekontamination 
Die Landeshauptstadt München, welche über ihr Tochterunternehmen SWM ein Viertel der Anteile 
am seit 15.04.2023 stillgelegten Kernkraftwerk Isar II (KKI II) hält,1 wirkt darauf hin, dass nach dem 
bis zur Entlassung aus atomrechtlicher Überwachung abgeschlossenen Rückbau kein vollständiger 
Abriss, sondern die weitgehende Umnutzung des Gebäudebestandes erfolgt. Nach Möglichkeit 
sollen ein Museum zur Geschichte der Atomkraft sowie Fertigungsstätten für Anlagen bzw. 
Komponenten zur Nutzung Erneuerbarer Energien integriert werden. 
Begründung: 
 
Der umfangreiche Gebäudebestand des AKW Isar II aus den 1980er Jahren besteht aus massiven 
bis sehr massiven Betonbauten,2 deren Errichtung große Mengen an Energie verbraucht hat. Der 
Abriss würde erneut großen Energieeinsatz erfordern. Zum Erreichen der Energieeinspar- und 
Klimaschutzziele wäre Abriss statt Umnutzung kontraproduktiv. 
 
Nach der zwingend erforderlichen Dekontamination durch Rückbau bis zur Entlassung aus 
atomrechtlicher Überwachung,3 sollte statt der Wiederherstellung einer „grünen Wiese“ durch 
konventionellen Abriss eine Sanierung und Umnutzung des Gebäudebestandes erfolgen, um 
andernorts unversiegelte Natur zu erhalten. 
 
Die Weiternutzung der Gebäude für Produktionszwecke, idealerweise mit Symbolwirkung als 
Fertigungsstätten für Anlagen bzw. Komponenten zur Nutzung Erneuerbarer Energien, ist wegen der 
sehr guten Einbindung ins Stromnetz und des vorhandenen Bahngleisanschlusses auch 
industriepolitisch äußerst zweckmäßig. 
 
Die Unterschutzstellung eines AKW als Industriedenkmal, wie letztens verstärkt in Medien und 
Wissenschaft diskutiert,4 wäre für Isar II eine Option, zumindest wäre es aber ein guter Standort für 
ein Museum zur Geschichte der Atomkraft, welches der Dokumentation und Aufarbeitung all ihrer 
technischen, ökonomischen, gesellschaftlichen und politischen Aspekte dient, von der Kernkraft-
Euphorie bis zur AKW-Widerstandskultur, von den nüchternen Fakten bis zu Irrlehren und 
Vertuschungen. 
 
Tobias Ruff    Nicola Holtmann  
Fraktionsvorsitzender, Stadtrat Umweltpolitische Sprecherin, Stadträtin 
 
Sonja Haider, Stadträtin  Dirk Höpner, Stadtrat 
 
1 https://www.swm.de/presse/pressemitteilungen/2023/04-2023/swm-kki2-ende 
https://www.preussenelektra.de/de/unsere-kraftwerke/kraftwerkisar.html 
2 https://de.wikipedia.org/wiki/Kernkraftwerk_Isar 
3 https://www.base.bund.de/DE/themen/kt/ausstieg-atomkraft/abschaltung-akw/2022/die-drei-letzten-akw.html 
4 https://www.deutschlandfunk.de/atommeiler-als-architekturdenkmaeler-der-stadtplaner-stefan-rettich-im-gespraech-dlf-16bdb059-
100.html 
https://www.deutschlandfunkkultur.de/was-wird-aus-alten-akws-ausstellung-buch-ueber-konversion-ungeliebter-bauten-dlf-kultur-
78dbcac9-100.html 
https://taz.de/Atomkraftwerke-als-Denkmaeler/!5901660/ 
https://www.sueddeutsche.de/bayern/essenbach-atomkraftwerk-isar-2-denkmalschutz-bayern-1.5785707 
https://www.srf.ch/kultur/gesellschaft-religion/unbequeme-denkmale-sind-stillgelegte-kernkraftwerke-kulturerbe 
https://www.uni-bremen.de/fileadmin/user_upload/sites/artec/Publikationen/artec_Paper/216_paper.pdf 
https://journals.ub.uni-heidelberg.de/index.php/icomoshefte/article/view/75211/68881 
https://www.base.bund.de/SharedDocs/Kurzmeldungen/BASE/DE/2022/1215-vernissage-interview.html "
StR-Antrag 20-26 / A 04547 Bewerbung um die Leichtathletik Weltmeisterschaft 2029/31,2024-01-15,Antrag,15.07.2024,31.12.2025,Öffentlicher Vorgang,In Bearbeitung,"Fraktion Die Grünen - Rosa Liste, SPD / Volt - Fraktion, CSU mit FREIE WÄHLER",Referat für Bildung und Sport,,https://risi.muenchen.de/risi/./dokument/v/8215921,"Fraktion Die Grünen – 
Rosa Liste 
SPD/Volt-Fraktion
Initiative:
Anja Berger Kathrin Abele
Beppo Brem Julia Schönfeld-Knor
Delija Balidemaj Barbara Likus
Nimet Gökmenoğlu Cumali Naz
Florian Schönemann
David Süß
Mitglieder des Stadtrats
Lena Odell
Anne Hübner
Nikolaus Gradl
Klaus Peter Rupp
Mitglieder des Stadtrats"
StR-Antrag 20-26 / A 04545 Digitaler „Förderwegweiser“ für Vereine und ehrenamtliche Projekte,2024-01-15,Antrag,15.07.2024,,Öffentlicher Vorgang,Erledigt,"Herr StR Fabian Ewald, Herr StR Jens Luther, Herr StR Rudolf Schabl",Direktorium,03.04.2024,https://risi.muenchen.de/risi/./dokument/v/8215397," CSU-FW-Fraktion im Stadtrat |  Tel.: 089 233 92650  |  Fax: 089 233 92747 | csu-fw-fraktion@muenchen.de 
Rathaus |  Marienplatz 8  |  Zimmer 249/II  |  80331 München  
 
 
 
ANTRAG 
 
An Herrn  
Oberbürgermeister  
Dieter Reiter  
 
Rathaus, Marienplatz 8, 80331 München 
 
 
         
               15.01.2024   
 
Digitaler „Förderwegweiser“ für Vereine und ehrenamtliche Projekte 
 
Die Landeshauptstadt München erweitert ihr Online -Informationsangebot zu finanziellen För-
dermöglichkeiten für Vereine, Initiativen und sonstige ehrenamtlich getragene Projekte. Neben 
den eigenen Förderungen durch die Stadt München sollen in Zukunft – kategorisiert nach ver-
schiedenen Bereichen (z.B. Sport, Kultur, Soziales, etc.) – die jeweils relevanten Zuschussgeber 
mit Informationen zu Ansprechpartnern, Antragsformularen und -verfahren dargestellt und ver-
linkt werden. Die Fachstelle Bürgerschaftliches Engagement und Öffentlichkeitsbeteiligung wird 
gebeten dies umzusetzen. 
 
Begründung     
 
In der Arbeit von Vereinen und Initiativen, aber gerade auch bei der Umsetzung neuer Projekte 
durch Ehrenamtliche, ist häufig die Frage nach Möglichkeiten der finanziellen Förderung ent-
scheidend. Für Ehrenamtliche ist es dabei oftmals mit erheblichem Aufwand verbunden, sich 
einen Überblick über die relevanten Zuschussgeber, die Ansprechpartner und die jeweiligen 
Fördervoraussetzungen und Antragsverfahren zu verschaffen. 
 
Die Landeshauptstadt München informiert aktuell unter https://stadt.muenchen.de/infos/en-
gagement-vereine-initiativen.html über verfügbare eigene Förderungen. Darüber hinaus wären 
jedoch auch kategorisierte Hinweise auf weitere relevante Zuschussg eber durchaus hilfreich . 
Ein übersichtliches, digitales Informationsangebot könnte auch einen Beitrag dazu leisten, das 
Aufkommen an Förderanträgen und die Notwendigkeit direkter Beratungen durch die jeweili-
gen Fachreferate zu reduzieren. 
 
 
Fabian Ewald    Jens Luther   Rudolf Schabl 
Stadtrat    Stadtrat   Stadtrat 
"
